Timestamp,Track_ID,Vehicle_Type,Total_Crossed2026-09-12 17:01:19,102,Car,1
2026-09-12 17:01:33,141,Car,2
2026-09-12 17:01:33,137,Car,3
2026-09-12 17:01:35,154,Car,4
2026-09-12 17:01:36,155,Car,5
2026-09-12 17:01:36,156,Car,6
2026-09-12 17:01:37,152,Car,7
2026-09-12 17:01:38,164,Car,8
2026-09-12 17:01:40,167,Car,9
2026-09-12 17:01:41,171,Car,10
2026-09-12 17:01:41,175,Car,11
